40.7408337,-73.9834772
40.7301485,-73.9940771
40.7206127,-73.9845193
40.784961,-73.956135
40.7386228,-74.0004617
40.7446427,-73.9868043
40.7152074,-73.9978202
40.807001,-73.9640299
40.7658115,-73.9658281
40.7533859,-73.9742848
40.752552,-73.987007
40.729047,-73.98809
40.7401502,-73.9845321
40.7141006,-73.9938189
40.7774525,-73.9796395
40.7098261,-74.0091249
40.7981289,-73.9696649
40.812969,-73.9607247
40.7473816,-73.9865458
40.7331968,-73.9862579
40.7523195,-73.9856369
40.7139499,-73.9974407
40.7178215,-74.0005182
40.8053508,-73.9563385
40.7306448,-73.9815866
40.760182,-73.969887
40.7781391,-73.9812386
40.7307469,-74.0003884
40.7385385,-74.0000954
40.713568,-74.0087698
40.7703618,-73.9514809
40.7477351,-73.9862098
40.7288053,-73.9886084
40.730607,-73.995177
40.7171453,-73.9945872
40.7169437,-74.0105472
40.717725,-73.9998831
40.7051869,-74.0142069
40.763969,-73.9591949
40.7167357,-73.9982757
40.7294642,-73.9890898
40.7169232,-73.994734
40.7330379,-73.9859025
40.7185289,-73.9968989
40.764657,-73.9912778
40.771678,-73.953838
40.7983067,-73.9694954
40.7147153,-73.9985581
40.7468929,-73.9851941
40.7172918,-73.9993518
40.7146312,-73.9978675
40.8052106,-73.96561
40.7163822,-73.998228
40.7172143,-73.9949616
40.8027098,-73.9673343
40.7436585,-73.9953177
40.7362427,-73.9949199
40.7181288,-73.9974159
40.7227488,-73.9890752
40.7326152,-73.9862061
40.759368,-73.99235
40.7335934,-73.999215
40.7151057,-73.9975309
40.7136156,-73.9975265
40.7481179,-73.9930281
40.7191263,-73.9963099
40.7521857,-73.9804859
40.8383524,-73.9401096